id;petani_id;qty;produk;mt
f7f18569-f051-49e4-a9b2-7f1cdc50e89d;b773cbac-993f-425d-ba69-29252ea24a40;225;urea;2
b61dbc91-434f-409c-89e5-62bfa02e3a98;5bc06ffc-e9ae-44b1-8a92-35c1ec21954b;112;urea;2
0e3a8444-1de1-4400-bfe9-994b533a7167;ab9396af-8bd6-41f0-a5b2-cf36ace0f75a;225;urea;2
14b898c4-e902-422d-89a1-29af3f676a67;8b400897-2fd7-4ab3-8f5f-d03e6eee4ff6;225;urea;2
656df24e-fce3-418d-b005-fe9708299468;0c56d8da-ddb3-47d6-9f70-edeb22f35888;225;urea;2
e31ed5fd-91a2-47d0-a0c0-c35d87be848f;062533dd-49bb-4f2c-b3a5-634d33b224de;225;urea;2
847fd3ad-57e6-4cb4-ad71-ea154dd52018;fcc957f3-73d5-4f6a-ad0d-a73ee4454673;225;urea;2
e2ed752d-766d-43d8-a185-8b735f765fcb;fd9155c0-819e-4a52-88a4-6f6a7f266273;225;urea;2
159b0deb-8891-41bc-86bd-41571c3166d7;8a0a8cbc-c10d-4dd2-a18b-ae24331cc7fc;225;urea;2
de0f327a-153b-4155-bc5d-ec18180641ec;86d4bc2b-50c3-4407-8f53-f1bdaf02f99e;225;urea;2
d97ec2de-cb34-43ae-a86e-be12eafb8f60;cb40b629-5ced-4fbb-aa69-c8b252d91540;225;urea;2
ec297290-a5dc-4432-9d4a-4fa61adcc118;219c36d5-da7d-4347-9b78-f6b50278e4be;225;urea;2
6af0e1de-2365-4727-b165-57c2f5b50b8a;610ad918-94d7-42ff-8d4a-3ca72e6942f9;225;urea;2
7cde7947-514c-4f4a-8af1-91ba830be191;9836d86e-3516-4bca-b1b3-32def9d80bd6;225;urea;2
f1700543-d10a-41bd-bee3-b75e5d89e3bb;f587e181-7089-475f-83df-530c7f72fff6;112;urea;2
7c7aedc8-72cd-42ca-b772-09691210077b;475960ea-d51f-4076-97ce-354e57549d49;112;urea;2
bcef2c83-13e5-4b6e-b143-80a82648752a;1186e96f-e8cb-4811-874c-c23951e9538a;225;urea;2
c0f99db6-35e4-4a2d-a5ef-9a916ea0a3bc;1841784e-0df9-4975-8fc4-55a3be8c6199;112;urea;2
d96d757f-9a52-4f01-99a8-f95fb282e267;5647c95a-fad8-46f6-b529-9ed46cac92b3;112;urea;2
08f84eee-8105-42bf-9e6d-3fcb52576458;febbe8f6-2322-40b9-b650-0792891766b8;225;urea;2
