id;petani_id;qty;produk;mt
bf5f067e-5093-4034-8d58-e3f9c68a46e6;b16dfd3d-16e3-4f83-bc5f-fd5a59d6d8b8;450;npk;2
187b2973-1d47-4840-98a6-55f5926a2178;3a2cd885-cfd5-4a23-adbe-80e43208c0e0;112;npk;2
eee730ca-1c91-4e20-bb2f-e56f8f85c167;86f45433-8159-4c49-8fe0-9517deacccc6;202;npk;2
3be8b93a-6912-42e7-b5ff-1f42975dc02b;3edb5e2a-23e8-4656-a2f6-95ef8a68f380;45;npk;2
117d50c6-41c5-4e56-bc40-d40669f0d4ae;d2c9239f-f3fe-49a7-b70f-5c332665358c;90;npk;2
393540f4-10ab-4f79-b3f5-bf014e6f0666;97f8adc3-dffe-4094-9802-fd7830609754;67;npk;2
fe767ab1-8f52-41f7-a850-10f4568aebd1;3869a147-51fb-4da6-a104-4bad446c7488;135;npk;2
3ae70680-2fab-4042-85f2-0f00396fedea;3a1b3369-36dc-4338-9864-80495a02d5d5;450;npk;2
f1575ad4-5669-4272-b504-5bec9cfe6f05;2f549911-2125-4393-a167-93d20318e8cf;45;npk;2
d4ab8f78-1f51-423b-8282-e7dcd26dd079;8d800bf4-545d-4e2f-a85b-de399c535701;135;npk;2
4fb08951-3c8d-49bd-bada-38fa5d260b7b;64306f93-1e2a-48f3-a242-df75484aa989;157;npk;2
f47258af-75e7-4628-85d8-5130fdec8460;f0bb0cdb-2f03-4a87-9470-7464416ec468;270;npk;2
63f7e32a-68fa-475e-a5cd-287415b82cbf;d6b5b04b-0c61-416d-a494-0c0ea972a483;247;npk;2
e3b39f9a-26c1-4c13-8118-0585ded691e0;ae666211-c797-40b1-8406-a85311fcf967;292;npk;2
20d8e875-2f00-466d-b080-d2cf6723983d;1c177151-ecfa-4451-ab03-b08aec4ea53d;157;npk;2
7f4051c2-c45f-4eb5-9c86-a2d7b1b2e2ab;1dd0f23c-1592-4384-af0e-ea74cd0dfe05;360;npk;2
cde43fcd-543b-4647-adea-d5ae531fcc4e;5f1ae695-edd1-4dba-b750-f7576b727963;112;npk;2
24ceb40c-1441-4edb-9010-f9503fb54099;45ceae2b-9f85-44ce-b419-572b6aa8529c;382;npk;2
b0565c24-d12d-4d7a-bfef-80a1c4c82cab;abf4983e-541e-4cb5-94f2-1bc93964d1e9;112;npk;2
4a8b60d2-9629-4fe4-a2aa-4686e0508126;c53896d0-721c-439b-9e8b-2c432004c2b4;67;npk;2
46e05e5a-0a71-44ba-a283-c658b6ca8636;942ea6eb-fe56-4839-8698-2f7e8510bf17;67;npk;2
f6e7040f-4a68-40ee-83e7-67052d2ca173;2dbfee1a-dd77-44de-b96e-7ac12889f75d;67;npk;2
49ab4799-6e4f-43fd-8403-d8897ff796ec;12a90f3d-a50f-464c-a145-c8a66ff58297;90;npk;2
09c6a7f1-92ef-44d7-a038-408273c37136;78ee64a8-f376-4c30-81fb-0c158b8de529;112;npk;2
744f66a0-2ec8-4ccb-806b-94884a1274dc;3d442bce-1891-4c73-9102-a2fe639d5a05;45;npk;2
3d5bd0f7-b00f-4020-abb6-6496bc4dd40e;4edf379e-968f-4a93-b2ea-a9d0eb24b54f;67;npk;2
c441f3bf-1951-4480-92fe-ca3f25f311ec;629ce818-6df4-444f-8fe5-be786a78703c;67;npk;2
ece701da-2b0a-4da6-9533-a458a09e5fcc;f210369c-bd96-4b40-84c7-cd344790f152;247;npk;2
00112bd0-4c25-4fa1-8b8d-1a7217b42352;a1f24178-7ef2-4057-904e-30638e98081a;45;npk;2
c1b81c4b-6b5c-488e-a59c-08e9be57ce9a;327a55fe-1836-4c7d-8bd0-a002b3971dd1;45;npk;2
61076d9b-ea63-42ee-bc0f-b92f5297c356;731ecce9-0308-44cf-bc8f-84ad6f2faced;90;npk;2
86046526-45a2-4a9c-afce-069b6f1934b3;d10e906b-2396-4e89-8255-7e159098a7f6;135;npk;2
7b097661-9402-45fd-a303-22a11af3d918;41e2ab9d-b904-4f03-8d8f-58970215e76c;247;npk;2
dea0c1a8-6e70-459b-90ec-b2d3446fb011;6d4332dd-4e57-4292-8ebb-8cf71642dc5b;112;npk;2
3b9b2696-2529-4563-bbe8-c573293d183e;21aa27ef-26d2-47f9-9160-14c2f6b6206b;67;npk;2
f1fdb386-d7fe-4087-aab3-fcc58dbc1efe;26fce99a-bdf1-4356-8761-7b272b744726;450;npk;2
48b3363f-00b8-40c5-9800-6969e3e03a13;31c7d186-e11c-47c9-af39-f97a4d20728c;135;npk;2
a79945fd-390d-42af-9ac6-da4bbf9432e3;c127c2e6-b86d-4797-a93c-84cdad31c9e2;45;npk;2
86206c50-7498-4025-81a2-9425fac69eba;3ac8b3d8-fb6d-49d7-a302-467720c16421;45;npk;2
2f9798c6-fa6f-42f8-8c59-2839adcdef21;87344208-f75c-4cf2-bb23-0b596d0b15ab;67;npk;2
9735c5ef-0fc9-443a-80ea-9e371efa9d62;a5fd65e9-5c7d-4547-b482-0c33364150b2;382;npk;2
0ff1b262-6304-49fe-9e72-cf4beff6518b;4470988b-5fc2-442c-86b3-b517ae0ac72e;67;npk;2
003a9313-d792-43da-b6bf-8cc441cfc088;0265b0d7-16de-413b-9b55-ee82576e42f7;360;npk;2
78f45f8d-1baa-488b-9ba8-6087ce7204ea;3d1855aa-319a-4533-9330-0e5a2b2a22ea;270;npk;2
232d4e09-a24d-45d1-a56f-c8b6371990e5;27a83fb2-5b66-4bb3-81a2-3d7f5bc95303;427;npk;2
fbfdaaf2-12bf-4e1f-a130-312471b26f95;a293ff18-7543-4ef6-880e-646ad9da704e;112;npk;2
2ef32b8a-542f-41b7-a640-9b6af6a3ffb2;4a5bd1e8-ce79-4695-b312-51bce3fb0dd0;135;npk;2
d79d9da8-8789-412d-9ead-24cedb073864;5496ed1b-e0c5-43b7-a6d1-418df2a7f5ee;67;npk;2
4d220e1f-1b8a-4eb1-9cec-41c72a0be60f;2f7ca8af-740e-42be-adf4-af4ebf985a83;179;npk;2
d5facc50-6c60-4918-a3b3-f6a270b263ad;27c04587-99c6-40c0-b369-9fb960f97477;45;npk;2
3d4c035a-1ff0-4283-a58f-a09484b99c43;c87dfa7b-af85-4c84-b0b1-698cc98848fa;112;npk;2
8f23d441-fba2-4318-a5af-959b963eb563;efbd7420-fd9f-499d-9452-1cff133f531b;112;npk;2
9ee89f7c-cb96-4139-a289-b3376dd49b3b;70ec0dc9-fb8d-4b0e-b811-98f39f9c4652;360;npk;2
a03795c9-b319-4a3c-b34c-af1c1148ac5f;e64dd9b5-2588-43a7-815c-0d40c9799e60;135;npk;2
c2deb812-d26f-44de-9a5e-f4f0edeecc7e;4580548c-7f1c-47f2-baf7-3c50323e6b09;45;npk;2
c39f7972-48e0-48a7-ac1e-9c6e50603df9;5ab1ee9f-7190-4e00-ab71-ae9bbb26f1bc;135;npk;2
7da352bc-c267-4176-9cc6-ccd84a1e5863;e9718a08-59e5-4faa-8ba5-754a254a9821;157;npk;2
755b0ead-2e7a-4498-ba75-6df6d9c27603;8d9bccba-5260-4575-b96e-fba6b37e7e65;225;npk;2
db0f0e09-103b-42ed-9690-c23ba3fab0ab;d45eadc0-ddc3-48f8-b6e3-68c544aecf7b;202;npk;2
fc393e77-0bd0-4a7b-9f20-016b5d5c0d11;8c2ab356-0120-4d42-aa09-e5c91908c3d3;112;npk;2
3d56b713-720f-4009-98f9-780e1221e5b9;9a42a96a-d9be-41e0-a6a4-3859c28c8027;225;npk;2
ada4196c-b95c-420e-aa76-6ff176574ebd;6f11f64d-8bb1-4ed4-aaf6-394805c771ee;45;npk;2
aa910183-f4de-46dc-8177-e49fd983896a;63a8f089-152f-4122-a82a-04d83d56c4ba;67;npk;2
3090469b-a211-43b4-b61a-9ee2db2096b5;304bff11-9c8f-4c17-9bd4-49d8dc60b3dd;90;npk;2
6e9b04cb-74cd-40a0-b68b-19bc48a9f1b2;0c8baa80-bb7f-4b94-9c99-c751d59cf79e;225;npk;2
8d851b3f-3249-404c-b52c-f32fa9c5a915;686f96af-f34f-4d0a-8a33-29fe9719bca7;67;npk;2
58e085c2-e9d4-491e-b77d-44f5661d2b67;2c642a7a-bb67-4a4b-aed6-6510e42278c3;90;npk;2
8910431f-051c-4b0f-a68e-187f5b239f44;8d9448b9-3c42-4704-9777-792aa2b9919d;67;npk;2
